scenario_id,review_priority_score,outcome,scenario_family,baseline_action,laya_action,laya_confidence,sim_terminal_outcome,major_safety_violation,hazard_severity_score,route_blocked,nearest_iceberg_dist_m,adjudication_reasons
POLARIS_SCENARIO_0212,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3276.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0232,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4118.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0252,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,2253.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0272,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3195.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0292,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4629.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0312,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4113.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0332,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4415.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0352,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,2517.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0372,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3202.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0392,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3881.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0412,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3957.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0432,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3400.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0452,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,2245.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0472,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3946.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0492,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4493.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0006,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,258.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (258m < 300m)
POLARIS_SCENARIO_0014,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3309.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0026,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,248.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (248m < 300m)
POLARIS_SCENARIO_0034,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3923.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0046,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,186.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (186m < 300m)
POLARIS_SCENARIO_0054,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,2509.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0066,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,244.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (244m < 300m)
POLARIS_SCENARIO_0074,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,2758.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0086,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,228.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (228m < 300m)
POLARIS_SCENARIO_0094,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,2113.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0106,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,179.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (179m < 300m)
POLARIS_SCENARIO_0114,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3731.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0126,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,196.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (196m < 300m)
POLARIS_SCENARIO_0134,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3012.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0146,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,164.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (164m < 300m)
POLARIS_SCENARIO_0154,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4225.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0166,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,244.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (244m < 300m)
POLARIS_SCENARIO_0174,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4125.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0186,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,203.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (203m < 300m)
POLARIS_SCENARIO_0194,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3254.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0206,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,260.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (260m < 300m)
POLARIS_SCENARIO_0214,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3055.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0226,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,178.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (178m < 300m)
POLARIS_SCENARIO_0234,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4632.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0246,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,240.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (240m < 300m)
POLARIS_SCENARIO_0254,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4946.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0266,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,228.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (228m < 300m)
POLARIS_SCENARIO_0274,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3468.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0286,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,166.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (166m < 300m)
POLARIS_SCENARIO_0294,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3181.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0306,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,222.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (222m < 300m)
POLARIS_SCENARIO_0314,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3319.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0326,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,210.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (210m < 300m)
POLARIS_SCENARIO_0334,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3587.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0346,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,206.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (206m < 300m)
POLARIS_SCENARIO_0354,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3280.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0366,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,248.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (248m < 300m)
POLARIS_SCENARIO_0374,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,2504.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0386,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,269.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (269m < 300m)
POLARIS_SCENARIO_0394,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4024.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0406,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,181.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (181m < 300m)
POLARIS_SCENARIO_0414,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3321.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0426,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,151.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (151m < 300m)
POLARIS_SCENARIO_0434,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3880.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0446,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,176.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (176m < 300m)
POLARIS_SCENARIO_0454,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,4446.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0466,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,236.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (236m < 300m)
POLARIS_SCENARIO_0474,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,2506.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0486,60.0,HUMAN_REVIEW_REQUIRED,BLOCKED_ROUTE,reroute,reroute,0.55,REROUTE_SUCCESS,False,1.8,True,161.0,Low Laya decision confidence (55.0% < 60%); Route segment blocked by impenetrable ice/iceberg; High hazard severity score (1.8 >= 1.5); Iceberg within critical proximity envelope (161m < 300m)
POLARIS_SCENARIO_0494,60.0,HUMAN_REVIEW_REQUIRED,EMERGENCY,emergency_response,emergency_response,0.95,EMERGENCY_DISPATCH,False,2.0,False,3937.0,High-consequence maneuver category (emergency_response) requiring human review; Active emergency status / distress protocol; High hazard severity score (2.0 >= 1.5); High-consequence action 'emergency_response' mandates human watch officer review.
POLARIS_SCENARIO_0015,55.0,HUMAN_REVIEW_REQUIRED,MULTIPLE_HAZARDS,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,444.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.8 NM < 1.0 NM)
POLARIS_SCENARIO_0017,55.0,AMBIGUOUS,LOW_CONFIDENCE,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,344.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.5 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0036,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,slow_down,0.45,PRECAUTIONARY_SLOWDOWN,False,1.5,False,299.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (299m < 300m); Poor visibility / fog conditions (0.8 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0055,55.0,HUMAN_REVIEW_REQUIRED,MULTIPLE_HAZARDS,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,386.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.6 NM < 1.0 NM)
POLARIS_SCENARIO_0057,55.0,AMBIGUOUS,LOW_CONFIDENCE,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,385.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.9 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0097,55.0,AMBIGUOUS,LOW_CONFIDENCE,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,304.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.9 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0176,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,306.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0184,55.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,continue,0.75,MODERATE_RISK_MANEUVER,False,1.4,False,3652.0,Baseline (request_escort) disagrees with Laya (continue); High-consequence maneuver category (request_escort) requiring human review; High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0224,55.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,continue,0.75,MODERATE_RISK_MANEUVER,False,1.4,False,4215.0,Baseline (request_escort) disagrees with Laya (continue); High-consequence maneuver category (request_escort) requiring human review; High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0236,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,slow_down,0.45,PRECAUTIONARY_SLOWDOWN,False,1.5,False,293.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (293m < 300m); Poor visibility / fog conditions (0.8 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0237,55.0,AMBIGUOUS,LOW_CONFIDENCE,slow_down,slow_down,0.45,PRECAUTIONARY_SLOWDOWN,False,1.5,False,285.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (285m < 300m); Poor visibility / fog conditions (0.5 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0336,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,slow_down,0.45,PRECAUTIONARY_SLOWDOWN,False,1.5,False,282.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (282m < 300m); Poor visibility / fog conditions (0.5 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0376,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,slow_down,0.45,MODERATE_RISK_MANEUVER,False,1.5,False,293.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (293m < 300m); Poor visibility / fog conditions (0.8 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0395,55.0,HUMAN_REVIEW_REQUIRED,MULTIPLE_HAZARDS,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,434.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.8 NM < 1.0 NM)
POLARIS_SCENARIO_0436,55.0,AMBIGUOUS,CONFLICTING_AMBIGUOUS,slow_down,slow_down,0.45,PRECAUTIONARY_SLOWDOWN,False,1.5,False,284.0,Low Laya decision confidence (45.0% < 60%); High hazard severity score (1.5 >= 1.5); Iceberg within critical proximity envelope (284m < 300m); Poor visibility / fog conditions (0.8 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
POLARIS_SCENARIO_0457,55.0,AMBIGUOUS,LOW_CONFIDENCE,slow_down,continue,0.75,MODERATE_RISK_MANEUVER,False,1.5,False,470.0,Baseline (slow_down) disagrees with Laya (continue); High hazard severity score (1.5 >= 1.5); Poor visibility / fog conditions (0.9 NM < 1.0 NM); Intentionally ambiguous/conflicting scenario family.
